date,open,high,low,close,adjClose,volume,dateRaw
25-08-2023,0.7000,0.7500,0.7000,0.7500,0.7500,"48,316","Aug 25, 2023"
24-08-2023,0.7000,0.7500,0.7000,0.7000,0.7000,"48,729","Aug 24, 2023"
23-08-2023,0.7500,0.7500,0.7000,0.7500,0.7500,"73,818","Aug 23, 2023"
22-08-2023,0.7000,0.7500,0.7000,0.7000,0.7000,"58,528","Aug 22, 2023"
21-08-2023,0.7500,0.7500,0.7500,0.7500,0.7500,"77,666","Aug 21, 2023"
18-08-2023,0.7500,0.8000,0.7500,0.7500,0.7500,"51,486","Aug 18, 2023"
17-08-2023,0.8000,0.8000,0.7500,0.8000,0.8000,"133,565","Aug 17, 2023"
16-08-2023,0.7500,0.7500,0.7000,0.7500,0.7500,"80,903","Aug 16, 2023"
14-08-2023,0.7000,0.7500,0.7000,0.7000,0.7000,"112,783","Aug 14, 2023"
11-08-2023,0.7500,0.7500,0.7000,0.7500,0.7500,"123,353","Aug 11, 2023"
10-08-2023,0.7500,0.7500,0.7500,0.7500,0.7500,"330,913","Aug 10, 2023"
09-08-2023,0.8000,0.8000,0.8000,0.8000,0.8000,"109,565","Aug 09, 2023"
08-08-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"479,803","Aug 08, 2023"
07-08-2023,0.8000,0.9000,0.8000,0.8500,0.8500,"1,185,109","Aug 07, 2023"
04-08-2023,0.8000,0.8500,0.7500,0.8500,0.8500,"799,057","Aug 04, 2023"
03-08-2023,0.8000,0.8000,0.7500,0.8000,0.8000,"902,331","Aug 03, 2023"
02-08-2023,0.7500,0.7500,0.7000,0.7500,0.7500,"1,608,862","Aug 02, 2023"
01-08-2023,0.7000,0.7000,0.7000,0.7000,0.7000,"340,479","Aug 01, 2023"
31-07-2023,0.6500,0.6500,0.6500,0.6500,0.6500,"318,371","Jul 31, 2023"
28-07-2023,0.6000,0.6000,0.5500,0.6000,0.6000,"1,293,720","Jul 28, 2023"
27-07-2023,0.6000,0.6000,0.6000,0.6000,0.6000,"245,051","Jul 27, 2023"
26-07-2023,0.6500,0.6500,0.6500,0.6500,0.6500,"421,801","Jul 26, 2023"
25-07-2023,0.6000,0.6500,0.6000,0.6000,0.6000,"194,058","Jul 25, 2023"
24-07-2023,0.6500,0.6500,0.6500,0.6500,0.6500,"114,564","Jul 24, 2023"
21-07-2023,0.7000,0.7000,0.7000,0.7000,0.7000,-,"Jul 21, 2023"
20-07-2023,0.7000,0.7000,0.7000,0.7000,0.7000,-,"Jul 20, 2023"
19-07-2023,0.7000,0.7000,0.7000,0.7000,0.7000,-,"Jul 19, 2023"
18-07-2023,0.7000,0.7000,0.7000,0.7000,0.7000,-,"Jul 18, 2023"
17-07-2023,0.7000,0.7000,0.7000,0.7000,0.7000,"52,693","Jul 17, 2023"
14-07-2023,0.7500,0.7500,0.7500,0.7500,0.7500,-,"Jul 14, 2023"
13-07-2023,0.7500,0.7500,0.7500,0.7500,0.7500,-,"Jul 13, 2023"
12-07-2023,0.7500,0.7500,0.7500,0.7500,0.7500,-,"Jul 12, 2023"
11-07-2023,0.7500,0.7500,0.7500,0.7500,0.7500,-,"Jul 11, 2023"
10-07-2023,0.7500,0.7500,0.7500,0.7500,0.7500,"37,785","Jul 10, 2023"
07-07-2023,0.8000,0.8000,0.8000,0.8000,0.8000,-,"Jul 07, 2023"
06-07-2023,0.8000,0.8000,0.8000,0.8000,0.8000,-,"Jul 06, 2023"
05-07-2023,0.8000,0.8000,0.8000,0.8000,0.8000,-,"Jul 05, 2023"
04-07-2023,0.8000,0.8000,0.8000,0.8000,0.8000,-,"Jul 04, 2023"
03-07-2023,0.8000,0.8000,0.8000,0.8000,0.8000,"49,087","Jul 03, 2023"
30-06-2023,0.8500,0.8500,0.8500,0.8500,0.8500,-,"Jun 30, 2023"
28-06-2023,0.8500,0.8500,0.8500,0.8500,0.8500,-,"Jun 28, 2023"
27-06-2023,0.8500,0.8500,0.8500,0.8500,0.8500,-,"Jun 27, 2023"
26-06-2023,0.8500,0.8500,0.8500,0.8500,0.8500,"39,913","Jun 26, 2023"
23-06-2023,0.9000,0.9000,0.9000,0.9000,0.9000,-,"Jun 23, 2023"
22-06-2023,0.9000,0.9000,0.9000,0.9000,0.9000,-,"Jun 22, 2023"
21-06-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"379,944","Jun 21, 2023"
20-06-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"474,132","Jun 20, 2023"
19-06-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"802,049","Jun 19, 2023"
16-06-2023,0.8500,0.9000,0.8000,0.9000,0.9000,"997,491","Jun 16, 2023"
15-06-2023,0.8500,0.8500,0.7500,0.8500,0.8500,"1,004,410","Jun 15, 2023"
14-06-2023,0.8000,0.8000,0.8000,0.8000,0.8000,"20,766","Jun 14, 2023"
13-06-2023,0.7500,0.7500,0.7500,0.7500,0.7500,"21,632","Jun 13, 2023"
12-06-2023,0.7000,0.7000,0.7000,0.7000,0.7000,"22,442","Jun 12, 2023"
09-06-2023,0.6500,0.7500,0.6500,0.6500,0.6500,"41,248","Jun 09, 2023"
08-06-2023,0.6500,0.7500,0.6500,0.7000,0.7000,"84,163","Jun 08, 2023"
07-06-2023,0.6500,0.7000,0.6500,0.7000,0.7000,"67,412","Jun 07, 2023"
06-06-2023,0.5500,0.6500,0.5500,0.6500,0.6500,"1,380,547","Jun 06, 2023"
05-06-2023,0.6500,0.7000,0.6000,0.6000,0.6000,"774,220","Jun 05, 2023"
02-06-2023,0.6500,0.7000,0.6500,0.6500,0.6500,"34,937","Jun 02, 2023"
01-06-2023,0.7000,0.7000,0.6000,0.6500,0.6500,"11,519","Jun 01, 2023"
31-05-2023,0.6500,0.7000,0.6500,0.6500,0.6500,"62,280","May 31, 2023"
30-05-2023,0.6000,0.7000,0.6000,0.7000,0.7000,"31,548","May 30, 2023"
29-05-2023,0.6500,0.7000,0.6000,0.6500,0.6500,"54,088","May 29, 2023"
26-05-2023,0.6000,0.7000,0.6000,0.6500,0.6500,"49,465","May 26, 2023"
25-05-2023,0.6000,0.7000,0.6000,0.6500,0.6500,"122,339","May 25, 2023"
24-05-2023,0.6500,0.7000,0.6000,0.6500,0.6500,"64,209","May 24, 2023"
23-05-2023,0.6500,0.7000,0.6000,0.6500,0.6500,"48,360","May 23, 2023"
22-05-2023,0.7000,0.7000,0.6500,0.6500,0.6500,"46,460","May 22, 2023"
19-05-2023,0.6500,0.7000,0.6500,0.7000,0.7000,"56,448","May 19, 2023"
18-05-2023,0.7000,0.7000,0.6500,0.6500,0.6500,"53,906","May 18, 2023"
17-05-2023,0.6500,0.7000,0.6500,0.7000,0.7000,"32,225","May 17, 2023"
16-05-2023,0.6500,0.7000,0.6500,0.6500,0.6500,"18,366","May 16, 2023"
15-05-2023,0.7000,0.7500,0.6500,0.6500,0.6500,"35,597","May 15, 2023"
12-05-2023,0.7000,0.8000,0.7000,0.7000,0.7000,"20,300","May 12, 2023"
11-05-2023,0.6500,0.7500,0.6500,0.7500,0.7500,"32,254","May 11, 2023"
10-05-2023,0.7500,0.7500,0.7000,0.7000,0.7000,"20,534","May 10, 2023"
09-05-2023,0.6500,0.7000,0.6500,0.7000,0.7000,"45,144","May 09, 2023"
08-05-2023,0.6500,0.6500,0.6500,0.6500,0.6500,"55,068","May 08, 2023"
05-05-2023,0.6500,0.7000,0.6000,0.6000,0.6000,"49,464","May 05, 2023"
04-05-2023,0.6000,0.7000,0.6000,0.6500,0.6500,"204,213","May 04, 2023"
03-05-2023,0.7000,0.7500,0.6500,0.6500,0.6500,"118,809","May 03, 2023"
02-05-2023,0.6500,0.7500,0.6500,0.7000,0.7000,"22,368","May 02, 2023"
28-04-2023,0.6500,0.7500,0.6500,0.7000,0.7000,"121,527","Apr 28, 2023"
27-04-2023,0.7000,0.7000,0.7000,0.7000,0.7000,"101,040","Apr 27, 2023"
26-04-2023,0.7500,0.8000,0.7500,0.7500,0.7500,"23,433","Apr 26, 2023"
25-04-2023,0.8000,0.8000,0.8000,0.8000,0.8000,522,"Apr 25, 2023"
24-04-2023,0.8500,0.8500,0.8500,0.8500,0.8500,-,"Apr 24, 2023"
21-04-2023,0.8500,0.8500,0.8500,0.8500,0.8500,"1,208","Apr 21, 2023"
20-04-2023,0.9000,0.9000,0.9000,0.9000,0.9000,"1,023","Apr 20, 2023"
19-04-2023,0.9500,0.9500,0.9500,0.9500,0.9500,"7,121","Apr 19, 2023"
18-04-2023,1.0000,1.0000,1.0000,1.0000,1.0000,-,"Apr 18, 2023"
17-04-2023,1.0000,1.0000,1.0000,1.0000,1.0000,"51,148","Apr 17, 2023"
13-04-2023,1.1000,1.1000,1.0500,1.0500,1.0500,"1,070,636","Apr 13, 2023"
12-04-2023,1.0000,1.1000,0.9500,1.1000,1.1000,"1,761,083","Apr 12, 2023"
11-04-2023,0.8000,0.9500,0.8000,0.9500,0.9500,"1,958,975","Apr 11, 2023"
10-04-2023,0.7500,0.8000,0.7000,0.8000,0.8000,"520,265","Apr 10, 2023"
06-04-2023,0.7500,0.7500,0.7000,0.7500,0.7500,"120,728","Apr 06, 2023"
05-04-2023,0.7000,0.7500,0.7000,0.7500,0.7500,"146,307","Apr 05, 2023"
03-04-2023,0.7500,0.7500,0.7000,0.7500,0.7500,"149,340","Apr 03, 2023"
31-03-2023,0.7000,0.7500,0.7000,0.7500,0.7500,"139,425","Mar 31, 2023"
29-03-2023,0.7000,0.7500,0.7000,0.7500,0.7500,"141,157","Mar 29, 2023"
28-03-2023,0.7500,0.7500,0.7000,0.7000,0.7000,"112,579","Mar 28, 2023"
27-03-2023,0.7500,0.8000,0.7000,0.7000,0.7000,"200,836","Mar 27, 2023"
24-03-2023,0.7500,0.8000,0.7500,0.7500,0.7500,"135,768","Mar 24, 2023"
23-03-2023,0.7500,0.8000,0.7500,0.7500,0.7500,"83,965","Mar 23, 2023"
22-03-2023,0.8000,0.8000,0.7500,0.7500,0.7500,"92,983","Mar 22, 2023"
21-03-2023,0.8000,0.8000,0.7500,0.8000,0.8000,"102,440","Mar 21, 2023"
20-03-2023,0.8000,0.8000,0.7500,0.7500,0.7500,"207,528","Mar 20, 2023"
17-03-2023,0.8000,0.8000,0.7500,0.7500,0.7500,"139,171","Mar 17, 2023"
16-03-2023,0.8000,0.8000,0.7500,0.8000,0.8000,"90,922","Mar 16, 2023"
15-03-2023,0.8000,0.8000,0.7500,0.7500,0.7500,"132,695","Mar 15, 2023"
14-03-2023,0.8000,0.8500,0.7500,0.8000,0.8000,"290,112","Mar 14, 2023"
13-03-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"290,382","Mar 13, 2023"
10-03-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"265,951","Mar 10, 2023"
09-03-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"267,488","Mar 09, 2023"
08-03-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"329,521","Mar 08, 2023"
06-03-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"501,728","Mar 06, 2023"
03-03-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"111,907","Mar 03, 2023"
02-03-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"164,101","Mar 02, 2023"
01-03-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"411,098","Mar 01, 2023"
28-02-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"132,161","Feb 28, 2023"
27-02-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"143,948","Feb 27, 2023"
24-02-2023,0.8500,0.8500,0.7500,0.8000,0.8000,"297,341","Feb 24, 2023"
23-02-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"196,806","Feb 23, 2023"
22-02-2023,0.8000,0.8500,0.7500,0.8500,0.8500,"260,524","Feb 22, 2023"
21-02-2023,0.8000,0.8500,0.7500,0.8000,0.8000,"199,169","Feb 21, 2023"
20-02-2023,0.8000,0.8000,0.7500,0.8000,0.8000,"210,676","Feb 20, 2023"
17-02-2023,0.8000,0.8500,0.8000,0.8000,0.8000,"606,762","Feb 17, 2023"
16-02-2023,0.8000,0.8500,0.8000,0.8500,0.8500,"283,981","Feb 16, 2023"
15-02-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"299,310","Feb 15, 2023"
14-02-2023,0.8000,0.8000,0.7500,0.8000,0.8000,"45,960","Feb 14, 2023"
13-02-2023,0.8500,0.8500,0.7500,0.7500,0.7500,"201,331","Feb 13, 2023"
10-02-2023,0.8500,0.8500,0.8000,0.8000,0.8000,"144,994","Feb 10, 2023"
09-02-2023,0.8500,0.8500,0.8000,0.8500,0.8500,"220,354","Feb 09, 2023"
08-02-2023,0.8000,0.8500,0.8000,0.8500,0.8500,"171,234","Feb 08, 2023"
07-02-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"286,698","Feb 07, 2023"
06-02-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"345,510","Feb 06, 2023"
03-02-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"249,484","Feb 03, 2023"
02-02-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"219,169","Feb 02, 2023"
01-02-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"393,533","Feb 01, 2023"
31-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"384,710","Jan 31, 2023"
30-01-2023,0.8500,0.9000,0.8500,0.8500,0.8500,"154,324","Jan 30, 2023"
27-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"325,846","Jan 27, 2023"
25-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"522,111","Jan 25, 2023"
24-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"205,176","Jan 24, 2023"
23-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"311,042","Jan 23, 2023"
20-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"177,611","Jan 20, 2023"
19-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"197,422","Jan 19, 2023"
18-01-2023,0.8500,0.9000,0.8500,0.9000,0.9000,"184,970","Jan 18, 2023"
17-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"331,671","Jan 17, 2023"
16-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"249,194","Jan 16, 2023"
13-01-2023,0.8500,0.9000,0.8500,0.9000,0.9000,"443,046","Jan 13, 2023"
12-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"173,054","Jan 12, 2023"
11-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"268,256","Jan 11, 2023"
10-01-2023,0.8500,0.9000,0.8500,0.9000,0.9000,"197,064","Jan 10, 2023"
09-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"602,190","Jan 09, 2023"
06-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"374,911","Jan 06, 2023"
05-01-2023,0.9000,0.9000,0.8500,0.9000,0.9000,"287,980","Jan 05, 2023"
04-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"144,311","Jan 04, 2023"
03-01-2023,0.8500,0.9000,0.8500,0.8500,0.8500,"284,804","Jan 03, 2023"
02-01-2023,0.9000,0.9000,0.8500,0.8500,0.8500,"302,205","Jan 02, 2023"
30-12-2022,0.8000,0.9000,0.8000,0.9000,0.9000,"202,421","Dec 30, 2022"
29-12-2022,0.8500,0.8500,0.8000,0.8500,0.8500,"250,442","Dec 29, 2022"
28-12-2022,0.8500,0.8500,0.8000,0.8500,0.8500,"249,033","Dec 28, 2022"
27-12-2022,0.8500,0.8500,0.8000,0.8500,0.8500,"90,825","Dec 27, 2022"
26-12-2022,0.8500,0.8500,0.8000,0.8500,0.8500,"499,905","Dec 26, 2022"
23-12-2022,0.9000,0.9500,0.8500,0.8500,0.8500,"714,663","Dec 23, 2022"
22-12-2022,0.9500,0.9500,0.9000,0.9000,0.9000,"595,113","Dec 22, 2022"
21-12-2022,0.9000,0.9500,0.9000,0.9500,0.9500,"838,540","Dec 21, 2022"
20-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"556,220","Dec 20, 2022"
19-12-2022,0.8500,0.9000,0.8500,0.8500,0.8500,"186,092","Dec 19, 2022"
16-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"266,374","Dec 16, 2022"
15-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"382,095","Dec 15, 2022"
14-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"401,869","Dec 14, 2022"
13-12-2022,0.9000,0.9000,0.8500,0.8500,0.8500,"175,334","Dec 13, 2022"
12-12-2022,0.9000,0.9000,0.8500,0.8500,0.8500,"305,556","Dec 12, 2022"
09-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"341,708","Dec 09, 2022"
08-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"317,432","Dec 08, 2022"
07-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"215,103","Dec 07, 2022"
06-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"323,063","Dec 06, 2022"
05-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"326,465","Dec 05, 2022"
02-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"768,695","Dec 02, 2022"
01-12-2022,0.9000,0.9000,0.8500,0.9000,0.9000,"183,817","Dec 01, 2022"
30-11-2022,0.8500,0.9000,0.8500,0.9000,0.9000,"575,316","Nov 30, 2022"
29-11-2022,0.9000,0.9000,0.8500,0.8500,0.8500,"207,412","Nov 29, 2022"
28-11-2022,0.9000,0.9000,0.8500,0.8500,0.8500,"175,640","Nov 28, 2022"
25-11-2022,0.8500,0.9000,0.8000,0.8500,0.8500,"258,852","Nov 25, 2022"
24-11-2022,0.8500,0.9000,0.8000,0.8500,0.8500,"271,797","Nov 24, 2022"
23-11-2022,0.8500,0.9000,0.8000,0.8500,0.8500,"286,174","Nov 23, 2022"
22-11-2022,0.9000,0.9000,0.8500,0.8500,0.8500,"668,111","Nov 22, 2022"
21-11-2022,0.9000,0.9500,0.8500,0.9000,0.9000,"705,704","Nov 21, 2022"
18-11-2022,0.9000,0.9500,0.9000,0.9000,0.9000,"318,904","Nov 18, 2022"
17-11-2022,0.9500,0.9500,0.9000,0.9500,0.9500,"447,263","Nov 17, 2022"
16-11-2022,0.9000,0.9500,0.9000,0.9500,0.9500,"294,102","Nov 16, 2022"
15-11-2022,0.9000,0.9500,0.9000,0.9000,0.9000,"378,349","Nov 15, 2022"
14-11-2022,0.9000,0.9500,0.8500,0.9500,0.9500,"264,383","Nov 14, 2022"
11-11-2022,0.9000,0.9500,0.8500,0.9000,0.9000,"318,695","Nov 11, 2022"
10-11-2022,0.9500,0.9500,0.9000,0.9000,0.9000,"306,774","Nov 10, 2022"
09-11-2022,0.9500,0.9500,0.9000,0.9000,0.9000,"790,943","Nov 09, 2022"
07-11-2022,0.9500,0.9500,0.9000,0.9500,0.9500,"436,691","Nov 07, 2022"
04-11-2022,0.9500,0.9500,0.9000,0.9500,0.9500,"226,801","Nov 04, 2022"
03-11-2022,0.9000,0.9500,0.8500,0.9000,0.9000,"283,093","Nov 03, 2022"
02-11-2022,0.9500,0.9500,0.9000,0.9000,0.9000,"701,317","Nov 02, 2022"
01-11-2022,0.9500,0.9500,0.9000,0.9500,0.9500,"434,702","Nov 01, 2022"
31-10-2022,0.9500,0.9500,0.9000,0.9000,0.9000,"352,473","Oct 31, 2022"
28-10-2022,1.0000,1.0000,0.9000,0.9500,0.9500,"210,099","Oct 28, 2022"
27-10-2022,0.9000,0.9500,0.9000,0.9500,0.9500,"327,710","Oct 27, 2022"
25-10-2022,0.9000,0.9500,0.9000,0.9000,0.9000,"197,019","Oct 25, 2022"
24-10-2022,0.9500,0.9500,0.9000,0.9500,0.9500,"244,458","Oct 24, 2022"
21-10-2022,0.9000,0.9500,0.9000,0.9500,0.9500,"392,703","Oct 21, 2022"
